study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_source	experiment_title	study_alias	run_alias	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJNA484107	SAMN09759781	SRS3621720	SRX4500933	SRR7637447	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HNE_018_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HNE_018_1	PRJNA484107	HNE_018_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637447/SRR7637447.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637447/SRR7637447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637447/SRR7637447_2.fastq.gz		HNE_018_1	HNE_018_1
PRJNA484107	SAMN09759987	SRS3621719	SRX4500932	SRR7637448	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	ZAP_001_a07	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; ZAP_001_a07	PRJNA484107	ZAP_001_a07_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637448/SRR7637448.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637448/SRR7637448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637448/SRR7637448_2.fastq.gz		ZAP_001_a07	ZAP_001_a07
PRJNA484107	SAMN09759986	SRS3621718	SRX4500931	SRR7637449	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	ZAP_001_a06	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; ZAP_001_a06	PRJNA484107	ZAP_001_a06_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637449/SRR7637449.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637449/SRR7637449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637449/SRR7637449_2.fastq.gz		ZAP_001_a06	ZAP_001_a06
PRJNA484107	SAMN09759985	SRS3621717	SRX4500930	SRR7637450	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	ZAP_001_a05	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; ZAP_001_a05	PRJNA484107	ZAP_001_a05_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637450/SRR7637450.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637450/SRR7637450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637450/SRR7637450_2.fastq.gz		ZAP_001_a05	ZAP_001_a05
PRJNA484107	SAMN09759984	SRS3621716	SRX4500929	SRR7637451	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	ZAP_001_a03	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; ZAP_001_a03	PRJNA484107	ZAP_001_a03_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637451/SRR7637451.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637451/SRR7637451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637451/SRR7637451_2.fastq.gz		ZAP_001_a03	ZAP_001_a03
PRJNA484107	SAMN09759983	SRS3621715	SRX4500928	SRR7637452	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	WEK_001_i	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; WEK_001_i	PRJNA484107	WEK_001_i_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637452/SRR7637452.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637452/SRR7637452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637452/SRR7637452_2.fastq.gz		WEK_001_i	WEK_001_i
PRJNA484107	SAMN09759982	SRS3621714	SRX4500927	SRR7637453	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	WEK_001_h	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; WEK_001_h	PRJNA484107	WEK_001_h_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637453/SRR7637453.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637453/SRR7637453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637453/SRR7637453_2.fastq.gz		WEK_001_h	WEK_001_h
PRJNA484107	SAMN09759981	SRS3621713	SRX4500926	SRR7637454	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	WEK_001_f	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; WEK_001_f	PRJNA484107	WEK_001_f_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637454/SRR7637454.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637454/SRR7637454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637454/SRR7637454_2.fastq.gz		WEK_001_f	WEK_001_f
PRJNA484107	SAMN09759980	SRS3621712	SRX4500925	SRR7637455	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	WEK_001_e	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; WEK_001_e	PRJNA484107	WEK_001_e_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637455/SRR7637455.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637455/SRR7637455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637455/SRR7637455_2.fastq.gz		WEK_001_e	WEK_001_e
PRJNA484107	SAMN09759979	SRS3621711	SRX4500924	SRR7637456	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	WEK_001_d	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; WEK_001_d	PRJNA484107	WEK_001_d_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637456/SRR7637456.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637456/SRR7637456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637456/SRR7637456_2.fastq.gz		WEK_001_d	WEK_001_d
PRJNA484107	SAMN09759978	SRS3621710	SRX4500923	SRR7637457	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	WEK_001_c	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; WEK_001_c	PRJNA484107	WEK_001_c_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637457/SRR7637457.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637457/SRR7637457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637457/SRR7637457_2.fastq.gz		WEK_001_c	WEK_001_c
PRJNA484107	SAMN09759796	SRS3621709	SRX4500922	SRR7637458	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KAS_018_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KAS_018_1	PRJNA484107	KAS_018_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637458/SRR7637458.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637458/SRR7637458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637458/SRR7637458_2.fastq.gz		KAS_018_1	KAS_018_1
PRJNA484107	SAMN09759717	SRS3621708	SRX4500921	SRR7637459	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BIH_001_h	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BIH_001_h	PRJNA484107	BIH_001_h_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637459/SRR7637459.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637459/SRR7637459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637459/SRR7637459_2.fastq.gz		BIH_001_h	BIH_001_h
PRJNA484107	SAMN09759716	SRS3621706	SRX4500920	SRR7637460	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BIH_001_f	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BIH_001_f	PRJNA484107	BIH_001_f_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637460/SRR7637460.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637460/SRR7637460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637460/SRR7637460_2.fastq.gz		BIH_001_f	BIH_001_f
PRJNA484107	SAMN09759713	SRS3621707	SRX4500919	SRR7637461	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BGS_022_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BGS_022_1	PRJNA484107	BGS_022_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637461/SRR7637461.fastq.gz		BGS_022_1	BGS_022_1
PRJNA484107	SAMN09759712	SRS3621704	SRX4500918	SRR7637462	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BGS_021_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BGS_021_1	PRJNA484107	BGS_021_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637462/SRR7637462.fastq.gz		BGS_021_1	BGS_021_1
PRJNA484107	SAMN09759715	SRS3621705	SRX4500917	SRR7637463	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BIH_001_e	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BIH_001_e	PRJNA484107	BIH_001_e_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637463/SRR7637463.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637463/SRR7637463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637463/SRR7637463_2.fastq.gz		BIH_001_e	BIH_001_e
PRJNA484107	SAMN09759714	SRS3621703	SRX4500916	SRR7637464	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BIH_001_a	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BIH_001_a	PRJNA484107	BIH_001_a_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637464/SRR7637464.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637464/SRR7637464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637464/SRR7637464_2.fastq.gz		BIH_001_a	BIH_001_a
PRJNA484107	SAMN09759709	SRS3621702	SRX4500915	SRR7637465	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BGS_007_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BGS_007_1	PRJNA484107	BGS_007_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637465/SRR7637465.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637465/SRR7637465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637465/SRR7637465_2.fastq.gz		BGS_007_1	BGS_007_1
PRJNA484107	SAMN09759708	SRS3621701	SRX4500914	SRR7637466	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BGS_004_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BGS_004_1	PRJNA484107	BGS_004_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637466/SRR7637466.fastq.gz		BGS_004_1	BGS_004_1
PRJNA484107	SAMN09759711	SRS3621700	SRX4500913	SRR7637467	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BGS_020_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BGS_020_1	PRJNA484107	BGS_020_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637467/SRR7637467.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637467/SRR7637467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637467/SRR7637467_2.fastq.gz		BGS_020_1	BGS_020_1
PRJNA484107	SAMN09759710	SRS3621699	SRX4500912	SRR7637468	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BGS_009_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BGS_009_1	PRJNA484107	BGS_009_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637468/SRR7637468.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637468/SRR7637468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637468/SRR7637468_2.fastq.gz		BGS_009_1	BGS_009_1
PRJNA484107	SAMN09759779	SRS3621698	SRX4500911	SRR7637469	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HNE_012_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HNE_012_1	PRJNA484107	HNE_012_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637469/SRR7637469.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637469/SRR7637469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637469/SRR7637469_2.fastq.gz		HNE_012_1	HNE_012_1
PRJNA484107	SAMN09759930	SRS3621697	SRX4500910	SRR7637470	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRD_001_ba	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRD_001_ba	PRJNA484107	TRD_001_ba_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637470/SRR7637470.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637470/SRR7637470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637470/SRR7637470_2.fastq.gz		TRD_001_ba	TRD_001_ba
PRJNA484107	SAMN09759931	SRS3621696	SRX4500909	SRR7637471	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRD_001_bs	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRD_001_bs	PRJNA484107	TRD_001_bs_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637471/SRR7637471.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637471/SRR7637471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637471/SRR7637471_2.fastq.gz		TRD_001_bs	TRD_001_bs
PRJNA484107	SAMN09759866	SRS3621695	SRX4500908	SRR7637472	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_024_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_024_1	PRJNA484107	RZA_024_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637472/SRR7637472.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637472/SRR7637472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637472/SRR7637472_2.fastq.gz		RZA_024_1	RZA_024_1
PRJNA484107	SAMN09759867	SRS3621694	SRX4500907	SRR7637473	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_025_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_025_1	PRJNA484107	RZA_025_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637473/SRR7637473.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637473/SRR7637473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637473/SRR7637473_2.fastq.gz		RZA_025_1	RZA_025_1
PRJNA484107	SAMN09759934	SRS3621693	SRX4500906	SRR7637474	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRD_001_p	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRD_001_p	PRJNA484107	TRD_001_p_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637474/SRR7637474.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637474/SRR7637474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637474/SRR7637474_2.fastq.gz		TRD_001_p	TRD_001_p
PRJNA484107	SAMN09759935	SRS3621692	SRX4500905	SRR7637475	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRE_004_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRE_004_1	PRJNA484107	TRE_004_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637475/SRR7637475.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637475/SRR7637475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637475/SRR7637475_2.fastq.gz		TRE_004_1	TRE_004_1
PRJNA484107	SAMN09759932	SRS3621691	SRX4500904	SRR7637476	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRD_001_m	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRD_001_m	PRJNA484107	TRD_001_m_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637476/SRR7637476.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637476/SRR7637476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637476/SRR7637476_2.fastq.gz		TRD_001_m	TRD_001_m
PRJNA484107	SAMN09759933	SRS3621690	SRX4500903	SRR7637477	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRD_001_n	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRD_001_n	PRJNA484107	TRD_001_n_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637477/SRR7637477.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637477/SRR7637477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637477/SRR7637477_2.fastq.gz		TRD_001_n	TRD_001_n
PRJNA484107	SAMN09759860	SRS3621689	SRX4500902	SRR7637478	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_010_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_010_1	PRJNA484107	RZA_010_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637478/SRR7637478.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637478/SRR7637478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637478/SRR7637478_2.fastq.gz		RZA_010_1	RZA_010_1
PRJNA484107	SAMN09759861	SRS3621688	SRX4500901	SRR7637479	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_013_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_013_1	PRJNA484107	RZA_013_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637479/SRR7637479.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637479/SRR7637479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637479/SRR7637479_2.fastq.gz		RZA_013_1	RZA_013_1
PRJNA484107	SAMN09759858	SRS3621687	SRX4500900	SRR7637480	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_024_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_024_1	PRJNA484107	RFT_024_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637480/SRR7637480.fastq.gz		RFT_024_1	RFT_024_1
PRJNA484107	SAMN09759859	SRS3621686	SRX4500899	SRR7637481	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_008_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_008_1	PRJNA484107	RZA_008_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637481/SRR7637481.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637481/SRR7637481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637481/SRR7637481_2.fastq.gz		RZA_008_1	RZA_008_1
PRJNA484107	SAMN09759864	SRS3621685	SRX4500898	SRR7637482	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_019_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_019_1	PRJNA484107	RZA_019_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637482/SRR7637482.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637482/SRR7637482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637482/SRR7637482_2.fastq.gz		RZA_019_1	RZA_019_1
PRJNA484107	SAMN09759865	SRS3621684	SRX4500897	SRR7637483	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_019_2	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_019_2	PRJNA484107	RZA_019_2_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637483/SRR7637483.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637483/SRR7637483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637483/SRR7637483_2.fastq.gz		RZA_019_2	RZA_019_2
PRJNA484107	SAMN09759862	SRS3621683	SRX4500896	SRR7637484	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_017_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_017_1	PRJNA484107	RZA_017_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637484/SRR7637484.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637484/SRR7637484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637484/SRR7637484_2.fastq.gz		RZA_017_1	RZA_017_1
PRJNA484107	SAMN09759863	SRS3621682	SRX4500895	SRR7637485	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RZA_018_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RZA_018_1	PRJNA484107	RZA_018_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637485/SRR7637485.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637485/SRR7637485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637485/SRR7637485_2.fastq.gz		RZA_018_1	RZA_018_1
PRJNA484107	SAMN09759705	SRS3621681	SRX4500894	SRR7637486	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BEL_001_o	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BEL_001_o	PRJNA484107	BEL_001_o_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637486/SRR7637486.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637486/SRR7637486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637486/SRR7637486_2.fastq.gz		BEL_001_o	BEL_001_o
PRJNA484107	SAMN09759704	SRS3621680	SRX4500893	SRR7637487	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BEL_001_n	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BEL_001_n	PRJNA484107	BEL_001_n_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637487/SRR7637487.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637487/SRR7637487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637487/SRR7637487_2.fastq.gz		BEL_001_n	BEL_001_n
PRJNA484107	SAMN09759949	SRS3621678	SRX4500892	SRR7637488	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRT_001_w	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRT_001_w	PRJNA484107	TRT_001_w_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637488/SRR7637488.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637488/SRR7637488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637488/SRR7637488_2.fastq.gz		TRT_001_w	TRT_001_w
PRJNA484107	SAMN09759702	SRS3621679	SRX4500891	SRR7637489	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BEL_001_l	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BEL_001_l	PRJNA484107	BEL_001_l_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637489/SRR7637489.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637489/SRR7637489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637489/SRR7637489_2.fastq.gz		BEL_001_l	BEL_001_l
PRJNA484107	SAMN09759919	SRS3621677	SRX4500890	SRR7637490	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TBG_021_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TBG_021_1	PRJNA484107	TBG_021_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637490/SRR7637490.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637490/SRR7637490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637490/SRR7637490_2.fastq.gz		TBG_021_1	TBG_021_1
