Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title,sub_species,common_name
ERR3014312,WGS,292,2023231500,PRJEB30473,SAMEA5190341,1061771149,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016764,SAMEA5190341,Iceland,Europe,Iceland,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,65.75 N 19.64 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. petraea,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190341,Alyrp_11_ICE_01,ERS2997835,ERP112933,Alyrp_11_ICE_01,Alyrp_11_ICE_01,petraea,
ERR3014313,WGS,292,1832211524,PRJEB30473,SAMEA5190342,914934627,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016765,SAMEA5190342,Iceland,Europe,Iceland,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,65.75 N 19.64 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. petraea,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190342,Alyrp_11_ICE_30,ERS2997836,ERP112933,Alyrp_11_ICE_30,Alyrp_11_ICE_30,petraea,
ERR3014314,WGS,292,1956065076,PRJEB30473,SAMEA5190342,1006293074,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016766,SAMEA5190342,Iceland,Europe,Iceland,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,65.75 N 19.64 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. petraea,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190342,Alyrp_11_ICE_30,ERS2997836,ERP112933,Alyrp_11_ICE_30,Alyrp_11_ICE_30,petraea,
ERR3014315,WGS,292,1673816416,PRJEB30473,SAMEA5190343,856488188,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016767,SAMEA5190343,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,41 N 87.56 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190343,Alyrl_11_IL1_01,ERS2997837,ERP112933,Alyrl_11_IL1_01,Alyrl_11_IL1_01,lyrata,
ERR3014316,WGS,292,1878946124,PRJEB30473,SAMEA5190343,994892796,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016768,SAMEA5190343,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,41 N 87.56 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190343,Alyrl_11_IL1_01,ERS2997837,ERP112933,Alyrl_11_IL1_01,Alyrl_11_IL1_01,lyrata,
ERR3014317,WGS,292,1673312132,PRJEB30473,SAMEA5190344,844297032,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016769,SAMEA5190344,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,41 N 87.56 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190344,Alyrl_11_IL1_22,ERS2997838,ERP112933,Alyrl_11_IL1_22,Alyrl_11_IL1_22,lyrata,
ERR3014318,WGS,292,1887949068,PRJEB30473,SAMEA5190344,984544548,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016770,SAMEA5190344,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,41 N 87.56 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190344,Alyrl_11_IL1_22,ERS2997838,ERP112933,Alyrl_11_IL1_22,Alyrl_11_IL1_22,lyrata,
ERR3014319,WGS,292,1545644184,PRJEB30473,SAMEA5190345,778762493,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016771,SAMEA5190345,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,37.81 N 77.12 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190345,Alyrl_11_VA2_10,ERS2997839,ERP112933,Alyrl_11_VA2_10,Alyrl_11_VA2_10,lyrata,
ERR3014320,WGS,292,1725839720,PRJEB30473,SAMEA5190345,899684607,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016772,SAMEA5190345,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,37.81 N 77.12 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190345,Alyrl_11_VA2_10,ERS2997839,ERP112933,Alyrl_11_VA2_10,Alyrl_11_VA2_10,lyrata,
ERR3014321,WGS,292,2061536352,PRJEB30473,SAMEA5190346,1046753699,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016773,SAMEA5190346,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,37.81 N 77.12 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190346,Alyrl_11_VA2_27,ERS2997840,ERP112933,Alyrl_11_VA2_27,Alyrl_11_VA2_27,lyrata,
ERR3014322,WGS,292,2293447132,PRJEB30473,SAMEA5190346,1201382580,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016774,SAMEA5190346,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,37.81 N 77.12 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190346,Alyrl_11_VA2_27,ERS2997840,ERP112933,Alyrl_11_VA2_27,Alyrl_11_VA2_27,lyrata,
ERR3014323,WGS,292,1657324548,PRJEB30473,SAMEA5190347,850186801,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016775,SAMEA5190347,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,37.42 N 77.02 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190347,Alyrl_11_VA1_08,ERS2997841,ERP112933,Alyrl_11_VA1_08,Alyrl_11_VA1_08,lyrata,
ERR3014324,WGS,292,1849815620,PRJEB30473,SAMEA5190347,983398974,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016776,SAMEA5190347,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,37.42 N 77.02 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190347,Alyrl_11_VA1_08,ERS2997841,ERP112933,Alyrl_11_VA1_08,Alyrl_11_VA1_08,lyrata,
ERR3014325,WGS,292,1824179772,PRJEB30473,SAMEA5190348,915116738,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016777,SAMEA5190348,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,37.42 N 77.02 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190348,Alyrl_11_VA1_29,ERS2997842,ERP112933,Alyrl_11_VA1_29,Alyrl_11_VA1_29,lyrata,
ERR3014326,WGS,292,2055634448,PRJEB30473,SAMEA5190348,1066280625,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016778,SAMEA5190348,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,37.42 N 77.02 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190348,Alyrl_11_VA1_29,ERS2997842,ERP112933,Alyrl_11_VA1_29,Alyrl_11_VA1_29,lyrata,
ERR3014327,WGS,292,1623238512,PRJEB30473,SAMEA5190349,804051996,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016779,SAMEA5190349,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,38.86 N 75.84 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190349,Alyrl_11_MD1_04,ERS2997843,ERP112933,Alyrl_11_MD1_04,Alyrl_11_MD1_04,lyrata,
ERR3014328,WGS,292,1823851564,PRJEB30473,SAMEA5190349,940221377,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016780,SAMEA5190349,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,38.86 N 75.84 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190349,Alyrl_11_MD1_04,ERS2997843,ERP112933,Alyrl_11_MD1_04,Alyrl_11_MD1_04,lyrata,
ERR3014329,WGS,292,1723850616,PRJEB30473,SAMEA5190350,869886576,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016781,SAMEA5190350,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,38.86 N 75.84 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190350,Alyrl_11_MD1_23,ERS2997844,ERP112933,Alyrl_11_MD1_23,Alyrl_11_MD1_23,lyrata,
ERR3014330,WGS,292,1950994496,PRJEB30473,SAMEA5190350,1018004176,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016782,SAMEA5190350,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,38.86 N 75.84 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190350,Alyrl_11_MD1_23,ERS2997844,ERP112933,Alyrl_11_MD1_23,Alyrl_11_MD1_23,lyrata,
ERR3014331,WGS,292,1693206676,PRJEB30473,SAMEA5190351,842613976,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016783,SAMEA5190351,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,39.7 N 76.19 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190351,Alyrl_11_MD4_04,ERS2997845,ERP112933,Alyrl_11_MD4_04,Alyrl_11_MD4_04,lyrata,
ERR3014332,WGS,292,1916100788,PRJEB30473,SAMEA5190351,992556009,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016784,SAMEA5190351,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,39.7 N 76.19 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190351,Alyrl_11_MD4_04,ERS2997845,ERP112933,Alyrl_11_MD4_04,Alyrl_11_MD4_04,lyrata,
ERR3014333,WGS,292,1335952560,PRJEB30473,SAMEA5190352,729720879,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016785,SAMEA5190352,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,39.7 N 76.19 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190352,Alyrl_11_MD4_28,ERS2997846,ERP112933,Alyrl_11_MD4_28,Alyrl_11_MD4_28,lyrata,
ERR3014334,WGS,292,1639181420,PRJEB30473,SAMEA5190352,920753458,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016786,SAMEA5190352,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,39.7 N 76.19 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190352,Alyrl_11_MD4_28,ERS2997846,ERP112933,Alyrl_11_MD4_28,Alyrl_11_MD4_28,lyrata,
ERR3014335,WGS,292,1598770664,PRJEB30473,SAMEA5190353,818764822,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016787,SAMEA5190353,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,40.44 N 73.99 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190353,Alyrl_11_NJ1_01,ERS2997847,ERP112933,Alyrl_11_NJ1_01,Alyrl_11_NJ1_01,lyrata,
ERR3014336,WGS,292,1779362152,PRJEB30473,SAMEA5190353,956323536,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016788,SAMEA5190353,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,40.44 N 73.99 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190353,Alyrl_11_NJ1_01,ERS2997847,ERP112933,Alyrl_11_NJ1_01,Alyrl_11_NJ1_01,lyrata,
ERR3014337,WGS,292,1642157192,PRJEB30473,SAMEA5190354,898430438,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016789,SAMEA5190354,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,40.44 N 73.99 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190354,Alyrl_11_NJ1_26,ERS2997848,ERP112933,Alyrl_11_NJ1_26,Alyrl_11_NJ1_26,lyrata,
ERR3014338,WGS,292,1829924872,PRJEB30473,SAMEA5190354,1021580815,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016790,SAMEA5190354,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,40.44 N 73.99 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190354,Alyrl_11_NJ1_26,ERS2997848,ERP112933,Alyrl_11_NJ1_26,Alyrl_11_NJ1_26,lyrata,
ERR3014339,WGS,292,1627064296,PRJEB30473,SAMEA5190355,840326747,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016791,SAMEA5190355,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,38.99 N 77.25 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190355,Alyrl_11_MD2_09,ERS2997849,ERP112933,Alyrl_11_MD2_09,Alyrl_11_MD2_09,lyrata,
ERR3014340,WGS,292,1835232264,PRJEB30473,SAMEA5190355,978610600,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016792,SAMEA5190355,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,38.99 N 77.25 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190355,Alyrl_11_MD2_09,ERS2997849,ERP112933,Alyrl_11_MD2_09,Alyrl_11_MD2_09,lyrata,
ERR3014341,WGS,292,1723860252,PRJEB30473,SAMEA5190356,880401064,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016793,SAMEA5190356,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,38.99 N 77.25 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190356,Alyrl_11_MD2_29,ERS2997850,ERP112933,Alyrl_11_MD2_29,Alyrl_11_MD2_29,lyrata,
ERR3014342,WGS,292,1957493832,PRJEB30473,SAMEA5190356,1031447347,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016794,SAMEA5190356,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,38.99 N 77.25 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190356,Alyrl_11_MD2_29,ERS2997850,ERP112933,Alyrl_11_MD2_29,Alyrl_11_MD2_29,lyrata,
ERR3014343,WGS,292,2005280508,PRJEB30473,SAMEA5190357,1018338373,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016795,SAMEA5190357,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,39.49 N 78.93 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190357,Alyrl_11_MD3_07,ERS2997851,ERP112933,Alyrl_11_MD3_07,Alyrl_11_MD3_07,lyrata,
ERR3014344,WGS,292,2261870252,PRJEB30473,SAMEA5190357,1169358640,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016796,SAMEA5190357,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,39.49 N 78.93 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190357,Alyrl_11_MD3_07,ERS2997851,ERP112933,Alyrl_11_MD3_07,Alyrl_11_MD3_07,lyrata,
