Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Extract_protocol,growth_protocol,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Molecule,Organism,Platform,ReleaseDate,Sample Name,SRA Study,title
SRR5421744,OTHER,300,8757247200,SAMN06691323,4132955525,LIPM-INRA-CNRS,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2713161,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_VICT-B_1491483752_sra_1,SRP103198,Climares_Ath_VICT-B
SRR5421745,OTHER,300,8149382700,SAMN06691324,3658728124,LIPM-INRA-CNRS,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX2713160,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_AMBR-A_1491483752_sra_1,SRP103198,Climares_Ath_AMBR-A
SRR5421746,OTHER,300,9614527200,SAMN06691325,4442038579,LIPM-INRA-CNRS,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2713159,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MONT-A_1491483752_sra_1,SRP103198,Climares_Ath_MONT-A
SRR5421747,OTHER,300,8668433100,SAMN06691326,3979880061,LIPM-INRA-CNRS,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2713158,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_BELL-A_1491483753_sra_1,SRP103198,Climares_Ath_BELL-A
SRR5421748,OTHER,300,7633061700,SAMN06691327,3582964262,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX2713157,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LUZE-D_1491483753_sra_1,SRP103198,Climares_Ath_LUZE-D
SRR5421749,OTHER,300,8904776700,SAMN06691328,4163324771,LIPM-INRA-CNRS,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2713156,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_ANGE-B_1491483753_sra_1,SRP103198,Climares_Ath_ANGE-B
SRR5421750,OTHER,300,5867515200,SAMN06691329,2773336644,LIPM-INRA-CNRS,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2713155,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LECT-B_1491483753_sra_1,SRP103198,Climares_Ath_LECT-B
SRR5421751,OTHER,300,7242772800,SAMN06691330,3496990938,LIPM-INRA-CNRS,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX2713154,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CINT-B_1491483753_sra_1,SRP103198,Climares_Ath_CINT-B
SRR5421752,OTHER,300,10934467500,SAMN06691331,5122554951,LIPM-INRA-CNRS,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2713153,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_BELC-C_1491483753_sra_1,SRP103198,Climares_Ath_BELC-C
SRR5421753,OTHER,300,7847242200,SAMN06691332,3769419781,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX2713152,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CASTI-A_1491483754_sra_1,SRP103198,Climares_Ath_CASTI-A
SRR5421754,OTHER,300,7570015500,SAMN06691333,3576478016,LIPM-INRA-CNRS,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2713151,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MEDA-A_1491483754_sra_1,SRP103198,Climares_Ath_MEDA-A
SRR5421755,OTHER,300,5246787600,SAMN06691334,2596770761,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2713150,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_NAUV-B_1491483754_sra_1,SRP103198,Climares_Ath_NAUV-B
SRR5421756,OTHER,300,7077516900,SAMN06691335,3367077631,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2713149,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LUZE-E_1491483754_sra_1,SRP103198,Climares_Ath_LUZE-E
SRR5421757,OTHER,300,6195791700,SAMN06691336,2829354134,LIPM-INRA-CNRS,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2713148,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LABAS-B_1491483754_sra_1,SRP103198,Climares_Ath_LABAS-B
SRR5421758,OTHER,300,6064978500,SAMN06691337,2863865201,LIPM-INRA-CNRS,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2713147,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CEPE-A_1491483755_sra_1,SRP103198,Climares_Ath_CEPE-A
SRR5421759,OTHER,300,7432182300,SAMN06691338,3450523559,LIPM-INRA-CNRS,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2713146,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MERE-B_1491483755_sra_1,SRP103198,Climares_Ath_MERE-B
SRR5421760,OTHER,300,9452069100,SAMN06691339,4443041787,LIPM-INRA-CNRS,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2713145,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_JUZE-A_1491483755_sra_1,SRP103198,Climares_Ath_JUZE-A
SRR5421761,OTHER,300,4313366100,SAMN06691340,1966889643,LIPM-INRA-CNRS,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2713144,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MONTM-A_1491483755_sra_1,SRP103198,Climares_Ath_MONTM-A
SRR5421762,OTHER,300,6922529400,SAMN06691341,3434900984,LIPM-INRA-CNRS,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2713143,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_JUZET-A_1491483756_sra_1,SRP103198,Climares_Ath_JUZET-A
SRR5421763,OTHER,300,6651315000,SAMN06691342,3115837358,LIPM-INRA-CNRS,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2713142,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_RAYR-B_1491483756_sra_1,SRP103198,Climares_Ath_RAYR-B
SRR5421764,OTHER,300,11510880300,SAMN06691343,5356583648,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2713141,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CHEI-A_1491483756_sra_1,SRP103198,Climares_Ath_CHEI-A
SRR5421765,OTHER,300,4574720700,SAMN06691344,2316219921,LIPM-INRA-CNRS,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2713140,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_BACC-F_1491483756_sra_1,SRP103198,Climares_Ath_BACC-F
SRR5421766,OTHER,300,9609043500,SAMN06691345,4325846514,LIPM-INRA-CNRS,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2713139,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CINT-A_1491483756_sra_1,SRP103198,Climares_Ath_CINT-A
SRR5421767,OTHER,300,9427782000,SAMN06691346,4386359150,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2713138,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_SORE-A_1491483757_sra_1,SRP103198,Climares_Ath_SORE-A
SRR5421768,OTHER,300,7959231900,SAMN06691347,3817824747,LIPM-INRA-CNRS,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2713137,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LACR-C_1491483757_sra_1,SRP103198,Climares_Ath_LACR-C
SRR5421769,OTHER,300,5817170100,SAMN06691348,2805131894,LIPM-INRA-CNRS,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2713136,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_BANI-A_1491483757_sra_1,SRP103198,Climares_Ath_BANI-A
SRR5421770,OTHER,300,9606483000,SAMN06691349,4493759577,LIPM-INRA-CNRS,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2713135,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_BAGNB-B_1491483757_sra_1,SRP103198,Climares_Ath_BAGNB-B
SRR5421771,OTHER,300,9503002800,SAMN06691350,4386890960,LIPM-INRA-CNRS,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX2713134,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LUNA-A_1491483757_sra_1,SRP103198,Climares_Ath_LUNA-A
SRR5421772,OTHER,300,8065700700,SAMN06691351,3854281512,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2713133,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MOUL-A_1491483758_sra_1,SRP103198,Climares_Ath_MOUL-A
SRR5421773,OTHER,300,7903627200,SAMN06691352,3708799462,LIPM-INRA-CNRS,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2713132,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_BAGNB-A_1491483758_sra_1,SRP103198,Climares_Ath_BAGNB-A
SRR5421774,OTHER,300,7711509900,SAMN06691353,3636697772,LIPM-INRA-CNRS,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2713131,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LABA-D_1491483758_sra_1,SRP103198,Climares_Ath_LABA-D
SRR5421775,OTHER,300,13251797100,SAMN06691354,5964886085,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2713130,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MONTG-D_1491483758_sra_1,SRP103198,Climares_Ath_MONTG-D
