oa_id	ecotype_id	sample_name	latitude	longitude	locality	country	collector	collection_date	cs_number	sra_run	biosample	bioproject	library_layout	instrument_model	species	internal_data	internal_sample_name	elevation	ploidy	collection_notes	pooled_plants	include	country_code	country_name	dataset
OAKG2370	2370	Yng-4	41.865	-86.646	Yng	USA	Diane Byers	2002-05-01 0:00:00	CS78998	SRR1945542	SAMN03326386	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG2412	2412	Yng-53	41.865	-86.646	Yng	USA	Diane Byers	2002-05-01 0:00:00	CS78999	SRR1945543	SAMN03326387	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG4779	4779	UKSW06-179	50.4	-4.9	St Columb	UK	Eric Holub	2006-05-11 0:00:00	CS78808	SRR1945544	SAMN03326388	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG4807	4807	UKSW06-207	50.4	-4.9	Indian Queen	UK	Eric Holub	2006-05-11 0:00:00	CS78809	SRR1945545	SAMN03326389	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG4826	4826	UKSW06-226	50.4	-4.9	St Dennis	UK	Eric Holub	2006-05-11 0:00:00	CS78810	SRR1945546	SAMN03326390	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG4840	4840	UKSW06-240	50.4	-4.9	St Dennis	UK	Eric Holub	2006-05-11 0:00:00	CS79000	SRR1945547	SAMN03326391	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG4857	4857	UKSW06-257	50.3	-4.9	St Stephens	UK	Eric Holub	2006-05-11 0:00:00	CS79001	SRR1945548	SAMN03326392	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG4884	4884	UKSW06-285	50.3	-4.9	St Stephens	UK	Eric Holub	2006-05-11 0:00:00	CS78811	SRR1945549	SAMN03326393	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG4900	4900	UKSW06-302	50.3	-4.8	St Austel	UK	Eric Holub	2006-05-11 0:00:00	CS78812	SRR1945550	SAMN03326394	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG4939	4939	UKSW06-341	50.4	-4.7	Lostwitheil	UK	Eric Holub	2006-05-12 0:00:00	CS79002	SRR1945551	SAMN03326395	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG4958	4958	UKSW06-360	50.5	-4.5	Liskeard	UK	Eric Holub	2006-05-12 0:00:00	CS78814	SRR1945552	SAMN03326396	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5023	5023	UKSE06-118	51.3	0.5	East Malling Research Station	UK	Eric Holub	2006-05-05 0:00:00	CS78799	SRR1945553	SAMN03326397	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5104	5104	UKSE06-252	51.3	0.5	East Malling village	UK	Eric Holub	2006-05-23 0:00:00	CS78800	SRR1945554	SAMN03326398	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5151	5151	UKSE06-325	52.2	-1.7	West Malling village	UK	Eric Holub	2006-05-05 0:00:00	CS78801	SRR1945555	SAMN03326399	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5165	5165	UKSE06-362	51.3	0.4	Wateringbury	UK	Eric Holub	2006-05-05 0:00:00	CS78802	SRR1945556	SAMN03326400	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5210	5210	UKSE06-432	51.2	0.3	Tonbridge castle	UK	Eric Holub	2006-05-23 0:00:00	CS78803	SRR1945557	SAMN03326401	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5236	5236	UKSE06-470	51.2	0.4	Paddock Wood	UK	Eric Holub	2006-05-23 0:00:00	CS78804	SRR1945558	SAMN03326402	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5249	5249	UKSE06-491	51.2	0.3	Sissinghurst Castle garden	UK	Eric Holub	2006-05-23 0:00:00	CS79003	SRR1945559	SAMN03326403	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5253	5253	UKSE06-500	51.1	0.6	Sissinghurst Castle garden	UK	Eric Holub	2006-05-23 0:00:00	CS78805	SRR1945560	SAMN03326404	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5276	5276	UKSE06-533	51.3	1.1	Cnt	UK	Eric Holub	2006-05-05 0:00:00	CS78806	SRR1945561	SAMN03326405	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5279	5279	UKSE06-541	51.3	1.1	Cnt	UK	Eric Holub	2006-05-23 0:00:00	CS79004	SRR1945562	SAMN03326406	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5349	5349	UKSE06-639	51.1	0.4	Scotney Castle	UK	Eric Holub	2006-05-23 0:00:00	CS78807	SRR1945563	SAMN03326407	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5353	5353	UKNW06-003	54.5	-3	Dove Cottage,Wordsworth Trust, nr Grasmere	UK	Eric Holub	2006-06-08 0:00:00	CS78792	SRR1945564	SAMN03326408	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5395	5395	UKNW06-102	54.4	-3	Outgate, east side	UK	Eric Holub	2006-06-08 0:00:00	CS79005	SRR1945565	SAMN03326409	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5486	5486	UKNW06-233	54.6	-3.3	High Lorton	UK	Eric Holub	2006-06-08 0:00:00	CS78794	SRR1945566	SAMN03326410	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5577	5577	UKNW06-403	54.7	-3.4	Cockermouth	UK	Eric Holub	2006-06-08 0:00:00	CS78797	SRR1945567	SAMN03326411	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5644	5644	UKNW06-481	54.4	-2.9	Windemere	UK	Eric Holub	2006-06-08 0:00:00	CS78798	SRR1945568	SAMN03326412	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5651	5651	UKNW06-488	54.4	-2.9	Windemere	UK	Eric Holub	2006-06-08 0:00:00	CS79006	SRR1945569	SAMN03326413	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5717	5717	Bra-1	54.6	-3.2	Braithwaite	UK	Eric Holub	1992-01-01 0:00:00	CS79007	SRR1945570	SAMN03326414	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5718	5718	UKID11	57	-3.4	Braemar	UK	Eric Holub	1992-01-01 0:00:00	CS79008	SRR1945571	SAMN03326415	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5720	5720	Cal-2	53.3	-1.6	Cal	UK	D. Ratcliffe	1954-01-01 0:00:00	CS78781	SRR1945572	SAMN03326416	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5726	5726	Cnt-1	51.3	1.1	Canterbury (Sullivan garden)	UK	Eric Holub	1992-01-01 0:00:00	CS78782	SRR1945573	SAMN03326417	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5741	5741	For-2	56.6	-4.1	Fortingall	UK	D. Ratcliffe	1959-01-01 0:00:00	CS78783	SRR1945574	SAMN03326418	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5748	5748	Kil-0	56	-4.4	Killearn	UK	D. Ratcliffe	1959-01-01 0:00:00	CS78784	SRR1945575	SAMN03326419	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5757	5757	Mc-1	54.6	-2.3	Mickells Fell	UK	D. Ratcliffe	1960-01-01 0:00:00	CS78785	SRR1945576	SAMN03326420	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5768	5768	UKID63	54.1	-1.5	Ripon	UK	Eric Holub	1992-01-01 0:00:00	CS78786	SRR1945577	SAMN03326421	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5772	5772	Set-1	54.1	-2.3	Settle	UK	D. Ratcliffe	1955-01-01 0:00:00	CS78787	SRR1945578	SAMN03326422	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5776	5776	UKID71	52.9	-1.3	Stanton-by-Dale	UK	Eric Holub	1992-01-01 0:00:00	CS79009	SRR1945579	SAMN03326423	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5779	5779	UKID74	51	-3.1	Taunton	UK	Eric Holub	1992-01-01 0:00:00	CS78789	SRR1945580	SAMN03326424	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5784	5784	Ty-1	56.4	-5.2	Taynuilt	UK	D. Ratcliffe	1961-01-01 0:00:00	CS78790	SRR1945581	SAMN03326425	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5798	5798	UKID93	53.1	-3.3	Ruthin	UK	Eric Holub	1994-01-01 0:00:00	CS79010	SRR1945582	SAMN03326426	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5800	5800	UKID96	57.4	-5.5	Lochcarron (Barlow)	UK	Eric Holub	1995-01-01 0:00:00	CS78791	SRR1945583	SAMN03326427	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5811	5811	UKID107	52.9	-3.1	Chirk	UK	Eric Holub	1995-01-01 0:00:00	CS78778	SRR1945584	SAMN03326428	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5822	5822	UKID116	56.7333	-5.98333	Ardtoe	UK	Eric Holub	1995-01-01 0:00:00	CS78780	SRR1945585	SAMN03326429	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG5830	5830	App1-12	56.3333	15.9667	App1	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS76667	SRR1945586	SAMN03326430	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG5831	5831	App1-14	56.3333	15.9667	App1	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS76668	SRR1945587	SAMN03326431	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG5832	5832	App1-16	56.3333	15.9667	App1	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS76669	SRR1945588	SAMN03326432	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG5836	5836	Boo2-3	55.86	13.51	Boo2	SWE	Magnus Nordborg	2000-05-14 0:00:00	CS77906	SRR1945589	SAMN03326433	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG5837	5837	Bor-1	49.4013	16.2326	Bor	CZE	Jirina Relichov	2000-05-31 0:00:00	CS76453	SRR1945590	SAMN03326434	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG5856	5856	Dör-10	63.0167	17.4914	Dör	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76806	SRR1945591	SAMN03326435	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG5860	5860	Dra-3	62.6814	18.0165	Dravla	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS77913	SRR1945592	SAMN03326436	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG5865	5865	Dra1-4	55.76	14.12	Dra1	SWE	Magnus Nordborg	2000-06-01 0:00:00	CS76809	SRR1945593	SAMN03326437	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG5867	5867	Dra2-1	55.76	14.12	Dra2	SWE	Magnus Nordborg	2000-06-01 0:00:00	CS76810	SRR1945594	SAMN03326438	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG5874	5874	DraII-6	49.4112	16.2815	DraII	CZE	Jirina Relichov	2000-05-31 0:00:00	CS76814	SRR1945595	SAMN03326439	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG5890	5890	DraIV 1-8	49.4112	16.2815	DraIV 1	CZE	Jirina Relichov	2004-01-01 0:00:00	CS76817	SRR1945596	SAMN03326440	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG5893	5893	DraIV 1-11	49.4112	16.2815	DraIV 1	CZE	Jirina Relichov	2004-01-01 0:00:00	CS76816	SRR1945597	SAMN03326441	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG5907	5907	DraIV 2-9	49.4112	16.2815	DraIV 2	CZE	Jirina Relichov	2004-01-01 0:00:00	CS76818	SRR1945598	SAMN03326442	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG5921	5921	DraIV 3-7	49.4112	16.2815	DraIV 3	CZE	Jirina Relichov	2004-01-01 0:00:00	CS76819	SRR1945599	SAMN03326443	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG5950	5950	DraIV 5-12	49.4112	16.2815	DraIV 5	CZE	Jirina Relichov	2004-01-01 0:00:00	CS76820	SRR1945600	SAMN03326444	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG5984	5984	DraIV 6-13	49.4112	16.2815	DraIV 6	CZE	Jirina Relichov	2004-01-01 0:00:00	CS76822	SRR1945601	SAMN03326445	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG5993	5993	DraIV 6-22	49.4112	16.2815	DraIV 6	CZE	Jirina Relichov	2004-01-01 0:00:00	CS76823	SRR1945602	SAMN03326446	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG6008	6008	Duk	49.1	16.2	Duk	CZE	Jirina Relichov	2000-05-31 0:00:00	CS76824	SRR1945603	SAMN03326447	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG6009	6009	Eden-1	62.877	18.177	Eden	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76826	SRR1945604	SAMN03326448	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6010	6010	Eden-5	62.877	18.177	Eden	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS78000	SRR1945605	SAMN03326449	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6011	6011	Eden-6	62.877	18.177	Eden	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76828	SRR1945606	SAMN03326450	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6012	6012	Eden-7	62.877	18.177	Eden	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76829	SRR1945607	SAMN03326451	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6013	6013	Eden-9	62.877	18.177	Eden	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76830	SRR1945608	SAMN03326452	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6016	6016	Eds-1	62.9	18.4	Eds	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76834	SRR1945609	SAMN03326453	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6017	6017	Eds-9	62.9	18.4	Eds	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76835	SRR1945610	SAMN03326454	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6019	6019	Fjä1-2	56.06	14.29	Fjä1	SWE	Magnus Nordborg	2000-05-14 0:00:00	CS76860	SRR1945611	SAMN03326455	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6020	6020	Fjä1-5	56.06	14.29	Fjä1	SWE	Magnus Nordborg	2000-05-14 0:00:00	CS76861	SRR1945612	SAMN03326456	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6021	6021	Fjä2-4	56.06	14.29	Fjä2	SWE	Magnus Nordborg	2000-05-14 0:00:00	CS76862	SRR1945613	SAMN03326457	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6022	6022	Fjä2-6	56.06	14.29	Fjä2	SWE	Magnus Nordborg	2000-05-14 0:00:00	CS78009	SRR1945614	SAMN03326458	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6023	6023	Fly2-1	55.7509	13.3712	Fly2	SWE	Magnus Nordborg	1998-06-01 0:00:00	CS76863	SRR1945615	SAMN03326459	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6024	6024	Fly2-2	55.7509	13.3712	Fly2	SWE	Magnus Nordborg	1999-05-16 0:00:00	CS76864	SRR1945616	SAMN03326460	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6025	6025	Gro-3	62.6437	17.7339	Gro	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76889	SRR1945617	SAMN03326461	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6030	6030	Grön-5	62.806	18.1896	Grön	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS76893	SRR1945618	SAMN03326462	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6034	6034	Hov1-7	56.1	13.74	Hov1	SWE	Magnus Nordborg	2000-05-12 0:00:00	CS76932	SRR1945619	SAMN03326463	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6035	6035	Hov1-10	56.1	13.74	Hov1	SWE	Magnus Nordborg	2000-05-12 0:00:00	CS76931	SRR1945620	SAMN03326464	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6036	6036	Hov3-2	56.1	13.74	Hov3	SWE	Magnus Nordborg	2000-05-12 0:00:00	CS76934	SRR1945621	SAMN03326465	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6038	6038	Hov3-5	56.1	13.74	Hov3	SWE	Magnus Nordborg	2000-05-12 0:00:00	CS76935	SRR1945622	SAMN03326466	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6039	6039	Hovdala-2	56.1	13.74	Hovdala	SWE	Torbjorn Sall	1999-01-01 0:00:00	CS76937	SRR1945623	SAMN03326467	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6040	6040	Kni-1	55.66	13.4	Kni1	SWE	Magnus Nordborg	2001-06-05 0:00:00	CS76970	SRR1945624	SAMN03326468	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6041	6041	Lis-3	56.0328	14.775	Lis	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS77044	SRR1945625	SAMN03326469	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6042	6042	Lom1-1	56.09	13.9	Lom1	SWE	Magnus Nordborg	2001-05-14 0:00:00	CS77048	SRR1945626	SAMN03326470	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6043	6043	Löv-1	62.801	18.079	Löv	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS77049	SRR1945627	SAMN03326471	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6046	6046	Löv-5	62.801	18.079	Löv	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS77050	SRR1945628	SAMN03326472	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6064	6064	Nyl-2	62.9513	18.2763	Nyl	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS77136	SRR1945629	SAMN03326473	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6069	6069	Nyl-7	62.9513	18.2763	Nyl	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS77137	SRR1945630	SAMN03326474	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6070	6070	Omn-1	62.9308	18.3448	Omn	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS77145	SRR1945631	SAMN03326475	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6071	6071	Omn-5	62.9308	18.3448	Omn	SWE	Magnus Nordborg	2000-06-25 0:00:00	CS77146	SRR1945632	SAMN03326476	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6073	6073	ÖMö1-7	56.1481	15.8155	ÖMö1	SWE	Magnus Nordborg	2001-06-09 0:00:00	CS77147	SRR1945633	SAMN03326477	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6074	6074	Ör-1	56.4573	16.1308	Örrevet	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS77150	SRR1945634	SAMN03326478	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6076	6076	Rev-2	55.6942	13.4504	Rev2	SWE	Magnus Nordborg	1999-05-16 0:00:00	CS77215	SRR1945635	SAMN03326479	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6077	6077	Rev-3	55.6942	13.4504	Rev3	SWE	Magnus Nordborg	1999-05-16 0:00:00	CS78030	SRR1945636	SAMN03326480	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6085	6085	Sparta-1	55.7097	13.2145	Sparta (Student corridor)	SWE	Magnus Nordborg	2003-01-01 0:00:00	CS77260	SRR1945637	SAMN03326481	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6086	6086	Sr:3	58.9	11.2	Sr	SWE	Ivo Cetl	1992-07-01 0:00:00	CS77267	SRR1945638	SAMN03326482	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6087	6087	Stu-2	56.4666	16.1284	Stu2	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS78033	SRR1945639	SAMN03326483	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6088	6088	Stu1-1	56.4666	16.1284	Stu1	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS77285	SRR1945640	SAMN03326484	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6090	6090	T1000	55.6525	13.2197	Staff 2	SWE	Mattias Jakobsson	2003-01-01 0:00:00	CS77288	SRR1945641	SAMN03326485	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6091	6091	T1010	55.6525	13.215	Staff 1	SWE	Mattias Jakobsson	2003-01-01 0:00:00	CS78035	SRR1945642	SAMN03326486	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6092	6092	T1020	55.6514	13.2233	Staff 6	SWE	Mattias Jakobsson	2003-01-01 0:00:00	CS77289	SRR1945643	SAMN03326487	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6094	6094	T1040	55.6494	13.2147	Staff 4	SWE	Mattias Jakobsson	2003-01-01 0:00:00	CS77290	SRR1945644	SAMN03326488	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG6095	6095	T1050	55.6486	13.2161	Staff 7	SWE	Mattias Jakobsson	2003-01-01 0:00:00	CS78039	SRR1945645	SAMN03326489	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
